ID	S7Adress	S7Symbol	S7SymbolType	S7Comment	SymbolType	Column	RankingGroup	GroupComment	RankingSymbol	Comment	Unit	SymbolFormat	UpperLimit	LowerLimit	UserRightEnable	UserRightVisible	VisuSymbol	
147	DB55.DBD242	Flue14	REAL	Zusammensetzung Treibgas Abgas: Stufe 70	NULL	NULL	NULL	Zusammensetzung Treibgas Abgas	NULL	 Stufe 70	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Flue14
148	DB55.DBD246	Flue15	REAL	Zusammensetzung Treibgas Abgas: Stufe 75	NULL	NULL	NULL	Zusammensetzung Treibgas Abgas	NULL	 Stufe 75	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Flue15
149	DB55.DBD250	Flue16	REAL	Zusammensetzung Treibgas Abgas: Stufe 80	NULL	NULL	NULL	Zusammensetzung Treibgas Abgas	NULL	 Stufe 80	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Flue16
150	DB55.DBD254	Flue17	REAL	Zusammensetzung Treibgas Abgas: Stufe 85	NULL	NULL	NULL	Zusammensetzung Treibgas Abgas	NULL	 Stufe 85	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Flue17
151	DB55.DBD258	Flue18	REAL	Zusammensetzung Treibgas Abgas: Stufe 90	NULL	NULL	NULL	Zusammensetzung Treibgas Abgas	NULL	 Stufe 90	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Flue18
152	DB55.DBD262	Flue19	REAL	Zusammensetzung Treibgas Abgas: Stufe 95	NULL	NULL	NULL	Zusammensetzung Treibgas Abgas	NULL	 Stufe 95	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Flue19
153	DB55.DBD266	Flue20	REAL	Zusammensetzung Treibgas Abgas: Stufe 100	NULL	NULL	NULL	Zusammensetzung Treibgas Abgas	NULL	 Stufe 100	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Flue20
154	DB55.DBD270	Air0100	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 0	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 0	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0100
155	DB55.DBD274	Air0101	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 5	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 5	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0101
156	DB55.DBD278	Air0102	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 10	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 10	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0102
157	DB55.DBD282	Air0103	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 15	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 15	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0103
158	DB55.DBD286	Air0104	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 20	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 20	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0104
159	DB55.DBD290	Air0105	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 25	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 25	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0105
160	DB55.DBD294	Air0106	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 30	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 30	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0106
161	DB55.DBD298	Air0107	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 35	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 35	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0107
162	DB55.DBD302	Air0108	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 40	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 40	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0108
163	DB55.DBD306	Air0109	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 45	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 45	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0109
164	DB55.DBD310	Air0110	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 50	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 50	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0110
165	DB55.DBD314	Air0111	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 55	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 55	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0111
166	DB55.DBD318	Air0112	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 60	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 60	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0112
167	DB55.DBD322	Air0113	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 65	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 65	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0113
168	DB55.DBD326	Air0114	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 70	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 70	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0114
169	DB55.DBD330	Air0115	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 75	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 75	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0115
170	DB55.DBD334	Air0116	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 80	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 80	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0116
171	DB55.DBD338	Air0117	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 85	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 85	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0117
172	DB55.DBD342	Air0118	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 90	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 90	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0118
173	DB55.DBD346	Air0119	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 95	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 95	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0119
174	DB55.DBD350	Air0120	REAL	Zusammensetzung Treibgas Luftzufuhr 1: Stufe 100	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 1	NULL	 Stufe 100	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0120
175	DB55.DBD354	Air0200	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 0	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 0	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0200
176	DB55.DBD358	Air0201	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 5	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 5	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0201
177	DB55.DBD362	Air0202	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 10	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 10	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0202
178	DB55.DBD366	Air0203	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 15	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 15	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0203
179	DB55.DBD370	Air0204	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 20	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 20	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0204
180	DB55.DBD374	Air0205	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 25	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 25	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0205
181	DB55.DBD378	Air0206	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 30	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 30	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0206
182	DB55.DBD382	Air0207	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 35	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 35	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0207
183	DB55.DBD386	Air0208	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 40	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 40	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0208
184	DB55.DBD390	Air0209	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 45	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 45	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0209
185	DB55.DBD394	Air0210	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 50	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 50	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0210
186	DB55.DBD398	Air0211	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 55	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 55	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0211
187	DB55.DBD402	Air0212	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 60	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 60	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0212
188	DB55.DBD406	Air0213	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 65	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 65	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0213
189	DB55.DBD410	Air0214	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 70	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 70	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0214
190	DB55.DBD414	Air0215	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 75	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 75	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0215
191	DB55.DBD418	Air0216	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 80	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 80	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0216
192	DB55.DBD422	Air0217	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 85	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 85	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0217
193	DB55.DBD426	Air0218	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 90	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 90	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0218
194	DB55.DBD430	Air0219	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 95	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 95	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0219
195	DB55.DBD434	Air0220	REAL	Zusammensetzung Treibgas Luftzufuhr 2: Stufe 100	NULL	NULL	NULL	Zusammensetzung Treibgas Luftzufuhr 2	NULL	 Stufe 100	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Air0220
196	DB55.DBD438	Speed00	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 0	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 0	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed00
197	DB55.DBD442	Speed01	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 5	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 5	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed01
198	DB55.DBD446	Speed02	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 10	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 10	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed02
199	DB55.DBD450	Speed03	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 15	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 15	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed03
200	DB55.DBD454	Speed04	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 20	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 20	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed04
201	DB55.DBD458	Speed05	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 25	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 25	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed05
202	DB55.DBD462	Speed06	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 30	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 30	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed06
203	DB55.DBD466	Speed07	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 35	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 35	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed07
204	DB55.DBD470	Speed08	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 40	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 40	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed08
205	DB55.DBD474	Speed09	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 45	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 45	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed09
206	DB55.DBD478	Speed10	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 50	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 50	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed10
207	DB55.DBD482	Speed11	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 55	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 55	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed11
208	DB55.DBD486	Speed12	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 60	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 60	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed12
209	DB55.DBD490	Speed13	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 65	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 65	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed13
210	DB55.DBD494	Speed14	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 70	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 70	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed14
211	DB55.DBD498	Speed15	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 75	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 75	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed15
212	DB55.DBD502	Speed16	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 80	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 80	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed16
213	DB55.DBD506	Speed17	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 85	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 85	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed17
214	DB55.DBD510	Speed18	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 90	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 90	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed18
215	DB55.DBD514	Speed19	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 95	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 95	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed19
216	DB55.DBD518	Speed20	REAL	Zusammensetzung Treibgas Geschwindigkeit: Stufe 100	NULL	NULL	NULL	Zusammensetzung Treibgas Geschwindigkeit	NULL	 Stufe 100	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Speed20
217	DB55.DBX0.6	Bit07	BOOL	Parameter 1: Wert 07	NULL	NULL	NULL	Parameter 1	NULL	 Wert 07	NULL	NULL	NULL	NULL	NULL	NULL	DB55.Bit07
